Sl No ,REGISTERED DISTRICT ,Registered PS ,FIR No. ,TRANSFERRED DISTRICT ,Transferred PS ,Re registered FIR No. ,Reason for transferring FIR 
611,GRP GORAKHPUR ,9916/2016 ,LUCKNOW ,GRP CHARBAGH LUCKNOW ,,घटना स्थल थाना जीआपरी चारबाग लखनऊ का होना ,
,,,,,,,
612,GRP GORAKHPUR ,9922/2016 ,LUCKNOW ,GRP CHARBAGH LUCKNOW ,,घटना स्थल थाना जीआपरी चारबाग लखनऊ होने के कारण ,
,,,,,,,
613,GRP GORAKHPUR ,9937/2016 ,LUCKNOW ,GRP CHARBAGH LUCKNOW ,,घटना स्थल थाना जीआरपी चारबाग लखनऊ का पाया जाना ,
,,,,,,,
614,GRP GORAKHPUR ,9940/2016 ,LUCKNOW ,GRP CHARBAGH LUCKNOW ,,घटना स्थल थाना जीआरपी चारबाग लखनऊ का होना ,
,,,,,,,
615,GRP GORAKHPUR ,9941/2016 ,LUCKNOW ,GRP CHARBAGH LUCKNOW ,,घटना स्थल थाना जीआरपी चारबाग लखनऊ का होना ,
,,,,,,,
616,GRP GORAKHPUR ,9942/2016 ,LUCKNOW ,GRP CHARBAGH LUCKNOW ,,घटना स्थल थाना जीआरपी चारबाग लखनऊ का होना ,
,,,,,,,
617,GRP GORAKHPUR ,9948/2016 ,LUCKNOW ,GRP CHARBAGH LUCKNOW ,,घटना स्थल थाना जीआरपी चारबाग का होना ,
,,,,,,,
618,GRP GORAKHPUR ,9949/2016 ,LUCKNOW ,GRP CHARBAGH LUCKNOW ,,घटना स्थल थाना जीआरपी चारबाग का होना ,
,,,,,,,
619,GRP GORAKHPUR ,9908/2016 ,LUCKNOW ,GRP CHARBAGH LUCKNOW ,,घटना स्थल थाना जीआरपी चारबाग लखनऊ होने के कारण ,
,,,,,,,
620,GRP GORAKHPUR ,9909/2016 ,LUCKNOW ,GRP CHARBAGH LUCKNOW ,,घटना स्थल थाना जीआरपी चारबाग लखनऊ होने के कारण ,
,,,,,,,
621,GRP GORAKHPUR ,0812/2016 ,KUSHI NAGAR ,KAPTANGANJ ,0611/2016 ,घटना स्थल थाना कप्तानगंज का क्षेत्र होने के कारण ,
,,,,,,,
622,HAMIRPUR ,JARIA ,0154/2017 ,JALAUN ,KOTWALI ORAI ,0681/2017 ,घटनास्थल के आधार पर 
,,,,,,,
623,KOTWALI NAGAR ,1575/2015 ,HAMIRPUR ,BINWAR ,0745/2015 ,घटना स्थल कस्बा बबवांर िौिहा रोड चौराहा थाना बबवांर की होने के कारण तथा ितृ क व अमभ0गण थाना बबंवार के होने के पररणाि स्वरूप बववेचना स्थानान्तररत की जाती है ,
,,,,,,,
624,MUSKARA ,0000/2015 ,HAMIRPUR ,MAUDAHA ,,घटना थाना क्षेत्र िौिहा होने के कारण ,
,,,,,,,
625,KURARA ,0000/2015 ,KANPUR DEHAT ,MOOSA NAGAR ,,घटना का सम्बन्ध थाना हाजा से नहीं है ,
,,,,,,,
626,MUSKARA ,0091/2017 ,MAHOBA ,KOTWALI NAGAR (MAHOBA) ,,घटनास्थल न्जला अस्पताल िबोबा होने के कारण मनयिानुसार स्थानान्तरण हकया जाता है। ,
,,,,,,,
627,RATH ,0123/2015 ,MAHOBA ,CHARKHARI ,,उच्चामधकाररयो के आिे शानुसार ,
,,,,,,,
628,HAPUR ,HAPURNAGAR ,0085/2015 ,MEERUT ,NAUCHANDI ,,बराििगी नौचन्िी थाना जनपि िेरठ िे होने के कारण 
,,,,,,,
629,HAPURNAGAR ,0685/2015 ,MEERUT ,KHARKHAUDA ,,घटना स्थल थाना खरखौिा िेऱठ क्षेत्र का होना पाया जाना ,
,,,,,,,
630,HAPURNAGAR ,0904/2016 ,MEERUT ,NAUCHANDI ,,थाना नोचन्िी जनपि िेरठ स्थानान्तरण होने के कारण ,
,,,,,,,
631,PILKHUWA ,0723/2016 ,GHAZIABAD ,BHOJPUR ,0198/2017 ,पुमलस उपिहामनरीक्षक िेरठ पररक्षेत्र के उनके अशा0 पत्रांक सीआर 26ए(हापुड 01)/2016/9197 हिनांक 27.04.2017 तथा पुमलस अमधक्षक हापुड अ 404/2016(अपराध) ,
,,,,,,,
632,HAPURNAGAR ,0099/2015 ,HAPUR ,PILKHUWA ,,हापुड नगर बववेचक की बववेचना के िौरान घटना स्थल थाना बपलखवु ा क्षेत्र हापुड िे होना पाया गया ,
,,,,,,,
633,HAPURNAGAR ,0825/2015 ,HAPUR ,BABUGARH ,,घटना स्थल बाबूगढ का होना पाया जाना ,
,,,,,,,
634,HAPURNAGAR ,0378/2016 ,HAPUR ,HAFIZPUR ,,थ ा न ा ह ा ह फ ज प ु र क े अ 0 स 0ं 1 2 0 / 1 6 स े स म् ब न् न् ध त ह ो न े क े क ा र ण बववेचना हाहफजपुर से सम्पाहित की जा रही है। ,
,,,,,,,
635,BABUGARH ,0382/2016 ,HAPUR ,PILKHUWA ,,थाना बपलखआु से सम्बन्न्धत है ,
,,,,,,,
636,HAPURNAGAR ,0185/2016 ,LUCKNOW ,KRISHNANAGAR ,,शव मशनाख्त जीडी न0 21 हिनांक 110316 आशीष गौड पुत्र कृ ष्ण कुिार गौड मन0प्लाट न04नारायण पुरी कृष्णानगर लखनऊ के रूप िे हुई िो0न0 9451029446 ,
,,,,,,,
637,HAPURNAGAR ,0200/2016 ,LUCKNOW ,S.I.T ,,एस आई टी लखनऊ स्थानान्तररत की गयी ,
,,,,,,,
638,HARDOI ,KOTWALI CITY ,0886/2015 ,HARDOI ,KOTWALI DEHAT ,,बववेचना अन्य थाने से होनेा 
,,,,,,,
639,KOTWALI CITY ,0530/2016 ,HARDOI ,KOTWALI DEHAT ,,बववेचना अन्य थाने से कराये जाना ,
,,,,,,,
640,KOTWALI CITY ,0666/2016 ,HARDOI ,KOTWALI DEHAT ,,बववेचना अन्य थाने से होना ,
,,,,,,,
641,MANJHILA ,0185/2017 ,HARDOI ,SHAHBAD ,,ि0ु अ0स0ं 185/17 धारा 420/467/468/471 ipc व 60/63 आबकारी अमधमनयि थाना िंन्झला हरिोई के वािी श्री अमित मसंह भिौररया थानाध्यक्ष िन्झला हरिोई होने के कारण इस अमभयोग की बववेचना प्रभारी मनरीक्षक शाहाबाि हरिोई के सुपुिट पुमलस ,
,,,,,,,
,,,,,,अधीक्षक के आिेश से स्थानान्तरण की जाती है ,
,,,,,,,
,,,,,,,
HARDOI ,,,,,,,
,,,,,,,
642,,MANJHILA ,0187/2017 ,HARDOI ,SHAHBAD ,,"ि0ु अ0स0ं 187/17 धारा 411/420/468/471/467 ipc व 41/102 ि0प्र0स0ं थाना िंन्झला हरिोई के वािी श्री अमित मसंह भिौररया, थानाध्यक्ष िन्झला हरिोई होने के कारण इस अमभयोग की बववेनचा प्रभारी मनरीक्षक शाहाबाि हरिोई को पुमलस अधीक्षक हरिोई के आिेश से सुपुिट की जाती है "
,,,,,,,
643,SURSA ,0005/2016 ,HARDOI ,KOTWALI CITY ,,पुमलस अधीक्षक हरिोई के आिेशानुसार बववेचना स्थानान्तररत की गई। ,
,,,,,,,
644,SURSA ,0078/2016 ,HARDOI ,KOTWALI CITY ,,पुमलस अधीक्षक हरिोई के आिेशानुसार बववेचना स्थानान्तररत की गई. ,
,,,,,,,
645,SURSA ,0137/2016 ,UNNAO ,KOTWALI ,,बववेचना स्थानान्तररत ,
,,,,,,,
646,HATHRAS ,SADABAD KOTWALI ,0552/2016 ,ALIGARH ,GONDA ,0211/2016 ,घटना स्थल थाना गौण्डा का होने के कारण 
,,,,,,,
647,MURSAN ,0318/2017 ,HATHRAS ,CHANDPA ,,घटनास्थल थाना चिं पा क्षेत्र का होने के कारण ,
,,,,,,,
648,SIKANDRA RAO ,0334/2015 ,HATHRAS ,HASAYAN ,,श्रीिान ् क्षेत्रामधकारी िहोिय मस0राऊ के आिेशानुसार ,
,,,,,,,
649,HATHRAS KOTWALI ,0165/2016 ,HATHRAS ,CHANDPA ,,घटनास्थल थाना चन्िपा के अमधकार क्षेत्र िें होने के कारण बववेचना हस्व िन्जूर शुिा श्रीिान पुमलस अधीक्षक िहोिय हाथऱस से थाना चन्िपा पर स्थानान्तरण की गयी। ,
,,,,,,,
650,JALAUN ,KOTWALI JALAUN ,7002/2017 ,JALAUN ,KOTWALI ORAI ,0732/2017 ,घटना स्थल व वािी कोतवाली उरई न्जला जालौन का होने के कारण 
,,,,,,,
651,KOTWALI KALPI ,0835/2015 ,JALAUN ,KOTWALI KALPI ,,adafafafafaafa ,
,,,,,,,
652,KOTWALI KALPI ,1908/2015 ,JALAUN ,KOTWALI KALPI ,,asdfasadfasfasf ,
,,,,,,,
653,KOTWALI KALPI ,1909/2015 ,JALAUN ,KOTWALI KALPI ,,sfsafasfsafsadfsadf ,
,,,,,,,
654,KOTWALI KALPI ,2009/2015 ,JALAUN ,KOTWALI KALPI ,,sfafasfasfsadfsdaff ,
,,,,,,,
655,KOTWALI KALPI ,2010/2015 ,JALAUN ,KOTWALI KALPI ,,asfasfasfasfsafsdaf ,
,,,,,,,
656,KOTWALI ORAI ,9998/2015 ,JALAUN ,SIRSA KALAR ,0662/2015 ,घटनास्थल थाना मसरसाकलार होने कारण बववेचना स्थानान्तररत की गयी। ,
,,,,,,,
657,KOTWALI ORAI ,6999/2016 ,JALAUN ,KOTRA ,0132/2016 ,घटनास्थल कोटरा का होने के कारण ,
,,,,,,,
658,KUTHAUND ,0275/2016 ,JALAUN ,SIRSA KALAR ,,आिेश श्रीिान क्षेत्रामधकारी िहोिय जालौन ,
,,,,,,,
659,SIRSA KALAR ,0577/2015 ,JALAUN ,KOTWALI JALAUN ,,कोई बववेचक न होने के कारण. ,
,,,,,,,
660,KOTWALI ORAI ,1122/2016 ,JHANSI ,MOTH ,0468/2016 ,घटनास्थल के आधार पर ,
,,,,,,,
661,KUTHAUND ,0376/2016 ,KANPUR CITY ,NAUBASTA ,,चहू क उक्त िो0सा0 चोरी का िुकििा थाना नौवस्ता न्जला कानपुर नगर िें अ0स0ं 107/16 पंजीकृ त होकर बववेचना िारा si लल्लूराि रावत की जा रही थी उक्त चोरी की िो0सा0 हि0 19.1.17 को थाना नौवस्ता को वापस कर बववेचना थाना नौवस्ता को स्थानान्तररत ि ो 0 स ा 0 स ु प ु ि ट ग ी क े स म् ब न् ध ि ें त स् क र ा ह ि 0 1 9 . 1 . 1 7 र प ट न 0ं 2 4 सिय 13.20 पर अहं कत है न्जसकी बववेचना थाना नौवस्ता से कराये जाने हेतु श्रीिान पु0अ0 िहोिय जालौन ने हि0 4/8/17 को थाना नौवस्ता बववेचना स्थान्तररत करने का आिेश हकया है ,
,,,,,,,
662,KADAURA ,0526/2016 ,KANPUR DEHAT ,BHOGNIPUR ,1001/2017 ,"बववेचना थाना भोगनीपुर,जनपि कानपुर िेहात िारा होने के कारण ",
,,,,,,,
663,JAUNPUR ,GRP JAUNPUR ,0195/2015 ,AZAMGARH ,GRP AZAMGARH ,,घटना का सम्बन्ध िे जीआरपी आजिगढ से है 
,,,,,,,
664,GRP JAUNPUR ,0011/2016 ,AZAMGARH ,GRP AZAMGARH ,,घटना का सम्बन्ध जीआरपी आजिगढ से है । ,
,,,,,,,
665,BADLAPUR ,0557/2015 ,JAUNPUR ,SIGRAMAU ,,आिेश श्रीिान क्षेत्रामधकारी िहोिय बिलापुर जौनपुर ,
,,,,,,,
666,LINE BAZAR ,7001/2016 ,JAUNPUR ,ZAFRABAD ,,उक्त अमभयोग 7001/16 का घटना स्थल थाना जाफराबाि से सम्बन्न्धत है ,
,,,,,,,
667,SUJANGANJ ,0766/2016 ,JAUNPUR ,MUGRA BADSHAHPUR ,,घटनास्थल थाना क्षेत्र िुगरा बािशाहपुर का होने के कारण ,
,,,,,,,
668,SUJANGANJ ,0024/2017 ,JAUNPUR ,JALALPUR ,0521/2017 ,िौरान बववेचना ,
,,,,,,,
669,ZAFRABAD ,0002/2016 ,JAUNPUR ,SARAI KHWAJA ,0679/2016 ,उक्त िुकििे की घटना का सम्बन्ध थाना सरायख्वाजा जनपि जौनपुर सम्बन्न्धत है ,
,,,,,,,
670,SIGRAMAU ,0153/2017 ,PRATAPGARH ,AASPUR DEOSARA ,,घटना स्थल ग्राि सौराई थाना आसपुर िेवसरा जनपि प्रतापगढ का होना पाया गया है ,
,,,,,,,
671,GRP JAUNPUR ,0169/2015 ,GHAZIPUR ,GRP GHAZIPUR ,,घटना का सम्बन्ध औहडहार जीआरपी चौकी से है । ,
,,,,,,,
672,GRP JAUNPUR ,0024/2015 ,FAIZABAD ,GRP FAIZABAD ,,घटना का सम्बन्ध जीआरपी फै जाबाि से है ,
,,,,,,,
673,GRP JAUNPUR ,0028/2015 ,FAIZABAD ,GRP FAIZABAD ,,घटना का सम्बन्ध जीआरपी फै जाबाि से संबंमधत है ,
,,,,,,,
674,GRP JAUNPUR ,0033/2015 ,FAIZABAD ,GRP FAIZABAD ,,घटना का सम्बन्ध जीआरपी फै जाबाि से संबंमधत है ,
,,,,,,,
675,GRP JAUNPUR ,0034/2015 ,FAIZABAD ,GRP FAIZABAD ,,घटना का सम्बन्ध जीआरपी फै जाबाि से है ,
,,,,,,,
676,GRP JAUNPUR ,0029/2015 ,ALLAHABAD ,GRP ALLAHABAD ,,घटना का सम्बन्ध जीआरपी इलाहाबाि से है । ,
,,,,,,,
677,GRP JAUNPUR ,0064/2017 ,VARANASI ,GRP VARANASI CANTT. ,,इसका सम्बन्ध जीआरपी वाराणसी है ,
,,,,,,,
678,KERAKAT ,1380/2016 ,VARANASI ,JAITPURA ,,िुकििा का सम्बन्ध थाना जैतपुरा से होना ,
,,,,,,,
679,RAMPUR ,0225/2017 ,VARANASI ,BARAGAON ,0388/2017 ,घटनास्थल थाना ब़डागााँव जनपि वाराणसी का होना पाया गया ,
,,,,,,,
680,GAURA BADSHAHPUR ,0573/2016 ,VARANASI ,ROHANIYA ,0868/2016 ,घटना स्थल रोहमनया होने के कारण ,
,,,,,,,
681,GRP JAUNPUR ,0031/2015 ,VARANASI ,GRP VARANASI CANTT. ,,घटना का सम्बन्ध जीआरपी वाराणसी से संबंमधत है ,
,,,,,,,
682,GRP JAUNPUR ,0019/2016 ,GHAZIABAD ,GRP GHAZIABAD ,,घटना का सम्बन्ध जीआरपी गन्जयाबाि से है । ,
,,,,,,,
683,BADLAPUR ,0516/2017 ,SULTANPUR ,AKHANDNAGAR ,,आिेशानुसार SP बी0 रन्ज0 न0ं CU263867716 IN Dt 10.8.17 जौनपुर ,
,,,,,,,
684,GRP JAUNPUR ,0226/2015 ,SULTANPUR ,GRP SULTANPUR ,,घटना का सम्बन्ध जीआरपी सुल्तानपुर क्षेत्र से है । ,
,,,,,,,
685,GRP JAUNPUR ,0009/2016 ,SULTANPUR ,GRP SULTANPUR ,,घटना का सम्बन्ध जीआरपी सुल्तानपुर से है ,
,,,,,,,
686,GRP JAUNPUR ,0041/2016 ,SULTANPUR ,GRP SULTANPUR ,,इसका सम्बन्ध जीआरपी सुल्तानपुर से है । ,
,,,,,,,
687,GRP JAUNPUR ,0101/2016 ,AMBEDKAR NAGAR ,GRP AKBARPUR ,,घटना का सम्बन्ध जीआरपी अकबरपुर से है । ,
,,,,,,,
688,GRP JAUNPUR ,0105/2016 ,AMBEDKAR NAGAR ,GRP AKBARPUR ,,घटना का सम्बन्ध जीआरपी अकबरपुर है । ,
,,,,,,,
689,GRP JAUNPUR ,0027/2017 ,AMBEDKAR NAGAR ,GRP AKBARPUR ,,इसका सम्बन्ध जीआरपी अकबरपुर से है ,
,,,,,,,
690,GRP JAUNPUR ,0060/2017 ,AMBEDKAR NAGAR ,GRP AKBARPUR ,,इसका सम्बन्ध जीआरपी अकबरपुर से है ,
,,,,,,,
691,GRP JAUNPUR ,0013/2016 ,AMBEDKAR NAGAR ,GRP AKBARPUR ,,घटना का सम्बन्ध जीआरपी अकबरपुर से है । ,
,,,,,,,
692,GRP JAUNPUR ,0105/2017 ,LUCKNOW ,GRP CHARBAGH LUCKNOW ,,इसका सम्बन्ध जीआरपी चारबाग लखनऊ से है ,
,,,,,,,
693,BADLAPUR ,1093/2014 ,LUCKNOW ,ASHIYANA ,,हि0 08.01.15 को पचाट 01 से पचाट 04 तक िय ररपोटट थाना आमशयाना जनपि लखनऊ स्थानान्तरण करने के सम्बन्ध COB िहोिय कायालट य भेजा गया। ,
,,,,,,,
694,GRP JAUNPUR ,0021/2016 ,CHANDAULI ,GRP MUGHALSARAI ,,घटना का संबंध जीआरपी िुगलसराय से है । ,
,,,,,,,
695,JHANSI ,GRP JHANSI ,1870/2016 ,AGRA ,GRP AGRA CANTT ,,बववेचना से घटना स्थल का पाया जाना 
,,,,,,,
696,GRP JHANSI ,1483/2016 ,AGRA ,GRP AGRA CANTT ,,घटना स्थल का पाया जाना ,
,,,,,,,
697,GRP JHANSI ,1525/2016 ,AGRA ,GRP AGRA CANTT ,,घटना स्थल का पाया जाना ,
,,,,,,,
698,GRP JHANSI ,1705/2016 ,AGRA ,GRP AGRA CANTT ,,घटना स्थल का पाया जाना ,
,,,,,,,
699,GRP JHANSI ,1168/2015 ,AGRA ,GRP AGRA CANTT ,,घटना स्थल जीआरपी आगरा कै न्ट का पाया गया। ,
,,,,,,,
700,GRP JHANSI ,1264/2015 ,AGRA ,GRP AGRA CANTT ,,घटना स्थल जीआरपी आगरा कैन्ट का पाया गया है। ,
,,,,,,,
701,GRP JHANSI ,1265/2015 ,AGRA ,GRP AGRA CANTT ,,घटना स्थल जीआरपी आगरा कै न्ट का पाया गया। ,
,,,,,,,
702,GRP JHANSI ,1740/2016 ,JALAUN ,GRP ORAI ,,बववेचना से घटना स्थल का पाया जाना ,
,,,,,,,
703,GRP JHANSI ,0790/2015 ,AGRA ,GRP AGRA CANTT ,,बववेचना िे घटना स्थल आगरा कै न्ट का होना पाया गया ,
,,,,,,,
704,GRP JHANSI ,0928/2015 ,AGRA ,GRP AGRA CANTT ,,घटना स्थल जीआरपी आगरा कै न्ट पाया गया ,
,,,,,,,
705,MAURANIPUR ,0250/2015 ,JHANSI ,MAURANIPUR ,,SI सुरेश बाबू का ट्रांसफर थाना िऊरानीपुर से सीपरी बाजार हो गया है ,
,,,,,,,
706,MOTH ,0192/2015 ,JHANSI ,MOTH ,,बववेचना कहीं प्रिमशतट नहीं हो रही है तकनीकी सिस्या के कारण पुन स्थानांतररत हकया जाता है। ,
,,,,,,,
707,,PREM NAGAR ,0444/2015 ,JHANSI ,SIPRI BAZAR ,,घटनास्थल सीपरीबाजार थाना जनपि झांसी से सम्बन्न्धत होने के कारण 
,,,,,,,
708,PREM NAGAR ,4000/2015 ,JHANSI ,CHIRGAON ,,घटनास्थल थाना मचरगांव क्षेत्र का होने के कारण प्राथमिकी को थाना मचरगांव स्थानान्तररत हकया जाता है। ,
,,,,,,,
709,PREM NAGAR ,0289/2016 ,JHANSI ,NAWABAD ,,घटनास्थल नवावाि थाना जनपि झांसी से सम्बन्न्धत होने के कारण ,
,,,,,,,
710,TODI FATEHPUR ,0075/2015 ,JHANSI ,TODI FATEHPUR ,,आिेश श्रीिान एसओ. िहोिय ,
,,,,,,,
711,TODI FATEHPUR ,0062/2017 ,JHANSI ,TODI FATEHPUR ,,आिेश श्रीिान क्षेत्रामधकारी िहोिय ,
,,,,,,,
712,BABINA ,0179/2015 ,JHANSI ,RAKSA ,,घटनास्थल अठौंिना थाना रक्सा के क्षेत्र िें होने के कारण ,
,,,,,,,
713,GRP JHANSI ,1306/2016 ,KANPUR CITY ,GRP KANPUR ,,घटना स्थल जीआरपी कानपुर का पाया जाना ,
,,,,,,,
714,GRP JHANSI ,1091/2015 ,LALITPUR ,GRP LALITPUR ,,घटना स्थल जीआरपी लमलतपुर का पाया गया ,
,,,,,,,
715,GRP JHANSI ,1267/2015 ,LALITPUR ,GRP LALITPUR ,,घटना स्थल जीआरपी लमलतपुर का पाया गया। ,
,,,,,,,
716,GRP JHANSI ,0397/2016 ,LALITPUR ,GRP LALITPUR ,,घटना स्थल का पाया जाना ,
,,,,,,,
717,GRP JHANSI ,1214/2016 ,LALITPUR ,GRP LALITPUR ,,घटना स्थल का पाया जाना ,
,,,,,,,
718,GRP JHANSI ,1342/2016 ,LALITPUR ,GRP LALITPUR ,,घटना स्थल का पाया जाना ,
,,,,,,,
719,GRP JHANSI ,1377/2016 ,LALITPUR ,GRP LALITPUR ,,घटना स्थल का पाया जाना ,
,,,,,,,
720,GRP JHANSI ,1410/2016 ,LALITPUR ,GRP LALITPUR ,,घटना स्थल का पाया जाना ,
,,,,,,,
721,GRP JHANSI ,1987/2016 ,LALITPUR ,GRP LALITPUR ,,घटना स्थल का पाया जाना ,
,,,,,,,
722,GRP JHANSI ,0999/2016 ,MATHURA ,GRP MATHURA JUNCTION ,,घटना स्थल का पाया जाना ,
,,,,,,,
723,KANNAUJ ,KOTWALI GURSAHAIGANJ ,6871/2015 ,KANNAUJ ,KOTWALI KANNAUJ ,,घटना स्थल कोतवाली कन्नौज का है 
,,,,,,,
724,THATHIA ,0158/2016 ,KANNAUJ ,THATHIA ,,मिहडयेसन सेन्टर से वापस आने के कारण ,
,,,,,,,
725,KANPUR CITY ,BITHOOR ,0387/2016 ,ETAH ,KOTWALI DEHAT ,,उच्चामधकारीगण का आिेश 
,,,,,,,
726,MAHILA THANA ,0012/2016 ,HARDOI ,KOTWALI CITY ,,पुलमस उपिहामनरीक्षक के कापुर पररक्षेत्र कानपुर के पत्र संख्या सीओके एसआईएस बव (49) का0न0 हरिेोई /2016/709 हिनांक 10.01.2017 के िारा उपरोक्त बववेचना कोतवाली हरिोई के अ0स0ं 418/16 धारा 420/406/504/506 भािबव व 67/67 ए आईटी एक्ट बनािअमभ0अमभषेकउफटआयनट थानाकोतवालीजनपिहरिोई िें सन्म्िमलत करने आिेमशत हकया गया है । अतः उपयुक्तट बववेचना थाना कोतवाली जनपि हरिोई स्थानान्तरर की जाती है। ,
,,,,,,,
727,KOTWALI ,0252/2015 ,HARDOI ,KOTWALI CITY ,,घटनास्थल का सम्बन्ध हरिोई से ,
,,,,,,,
728,KIDWAI NAGAR ,4002/2015 ,MAINPURI ,KOTWALI ,,इस सम्बन्ध िें थाना कोतवाली िैनपुरी िें ि0ु अ0स0ं 1052/15 धारा 328/379 भािबव0 पंजीकृ त है उक्त िुकििें िें सिाहहत करने हेतु स्थान्तरण हकया जाता है ,
,,,,,,,
729,CHAKERI ,0074/2017 ,FATEHPUR ,AUNG ,0116/2017 ,घटनास्थल थाना औगं का होने के कारण ,
,,,,,,,
730,MAHARAJPUR ,0233/2016 ,FATEHPUR ,LALAULI ,,ि0ु अ0स0ं 233/16 धारा 411 भा0ि0बव0 थाना िहराजपुर कानपुर नगर िें अमभयुक्त एक गोबवन्ि पुत्र पच्चीलाल मनवासी तपनी थाना ललौली फतेहपुर आहि 3 नफर से एक रामश भैंस बरािि हुई न्जसका संबंध थाना ललौली फतेहपुर िें पंजीकृत िुअ0स0ं 253/17 धारा 379 भा0ि0बव0 से है न्जस कारण बववेचना थाना ललौली फतेहपुर स्थानान्तररत की गयी ,
,,,,,,,
731,CHAKERI ,0928/2015 ,UNNAO ,ACHALGANJ ,,घटनास्थल थाना अचलगंज उन्नाव का होने के कारण ,
,,,,,,,
732,CHAKERI ,1050/2015 ,UNNAO ,KOTWALI ,,घटना का सम्बन्ध थाना कोतवाली जनपि उन्नाव से है ,
,,,,,,,
733,RAIPURWA ,0024/2015 ,UNNAO ,ASIWAN ,,घटनास्थल थाना असीवन जनपि उन्नाव से सम्बन्न्धत होने के कारण ,
,,,,,,,
734,RAIPURWA ,0064/2015 ,UNNAO ,ACHALGANJ ,,घटनास्थल थाना अचलगंज से सम्बन्न्धत होने के कारण ,
,,,,,,,
735,SAJETI ,0559/2015 ,UNNAO ,KOTWALI ,,घटना स्थल कोतवाली न्जला उन्नाव क्षेत्र का होना है ,
,,,,,,,
736,KOTWALI ,0625/2015 ,KANPUR CITY ,MAHARAJPUR ,,वािी थाना िहाराजपुर से सम्बन्न्धत है अतः बव0बव0स्था0174/15 हिनांक 1/10/15वररष्ठ पुमलस अधीक्षक कानपुर नगर के आिेश से स्थानान्तरण की जाती है। ,
,,,,,,,
737,KOTWALI ,0709/2015 ,KANPUR CITY ,HARBANS MOHAL ,,घटनास्थल का सम्बन्ध ,
,,,,,,,
738,KOTWALI ,0818/2015 ,KANPUR CITY ,SACHENDI ,,स्थानांतरण का सम्बन्ध ,
,,,,,,,
739,KOTWALI ,0865/2015 ,KANPUR CITY ,GOVIND NAGAR ,,घटनास्थल का सम्बन्ध ,
,,,,,,,
740,KOTWALI ,0082/2016 ,KANPUR CITY ,FEELKHANA ,,गैंगस्टर एक्ट की बववेचना थानाध्यक्ष फीलखाना से करवाये जाने हेतु क्षेत्रामधकारी िहोिय िारा बववेचक मनयुक्त हकया गया न्जसके कारण बववेचना हिनांक 15.3.16 को स्थानान्तरण की गयी है ,
,,,,,,,
741,KOTWALI ,0141/2016 ,KANPUR CITY ,NAUBASTA ,,घटनास्थल नौबस्ता क्षेत्र का पाया जाना ,
,,,,,,,
742,KOTWALI ,7004/2016 ,KANPUR CITY ,SISAMAU ,,घटनास्थल का सम्बन्ध उक्त थाने से है ,
,,,,,,,
743,KOTWALI ,7005/2016 ,KANPUR CITY ,SISAMAU ,,घटनास्थल का सम्बन्ध उक्त थाना से है ,
,,,,,,,
744,KOTWALI ,0113/2017 ,KANPUR CITY ,COLONOL GANJ ,0083/2017 ,घटनास्थल का सम्बन्ध थाना कनलट गंज से है ,
,,,,,,,
745,KOTWALI ,7002/2017 ,KANPUR CITY ,SISAMAU ,,घटनास्थल सम्बन्न्धत थाना क्षेत्र का है ,
,,,,,,,
746,KAKADEV ,0201/2016 ,KANPUR CITY ,FAZALGANJ ,,घटनास्थल थाना फजलगंज का होने के कारण ,
,,,,,,,
747,KIDWAI NAGAR ,0048/2015 ,KANPUR CITY ,BARRA ,,सम्बन्न्धत िुकििा उपरोक्त बराट के िुकििे सम्बन्न्धत है ,
,,,,,,,
748,KIDWAI NAGAR ,0113/2016 ,KANPUR CITY ,BABUPURWA ,,थ ा न ा ब ा ब ू प ु र व ा क े ि 0ु अ 0 स 0ं 3 4 / 1 6 स े स म् ब न् न् ध त ह ो न े क े क ा र ण ,
,,,,,,,
749,KIDWAI NAGAR ,4001/2015 ,KANPUR CITY ,GOVIND NAGAR ,,उक्त िुकििें को थाना गोबवन्ि नगर के ि0ु अ0स0ं 369/15 िें सिायोन्जत करने हेतु ,
,,,,,,,
750,KOHNA ,0001/2014 ,KANPUR CITY ,KOHNA ,,बववेचना सिाप्त हो गयी है fr/cs जिा नही हो पा रही है ,
,,,,,,,
751,MAHILA THANA ,0075/2014 ,KANPUR CITY ,MAHILA THANA ,,आन लाइन/ आफलाइन शो न होने के कारण ,
,,,,,,,
752,NAUBASTA ,0173/2015 ,KANPUR CITY ,NAUBASTA ,,IO की तब्िीली ,
,,,,,,,
753,NAUBASTA ,0408/2015 ,KANPUR CITY ,MAHILA THANA ,,"पत्रांक वाचक बववेचना स्था0 168/2015 हिनांक मसतम्वर 14 , 2015 के अनुपालन िे ",
,,,,,,,
754,CHAMAN GANJ ,0258/2016 ,BALLIA ,KOTWALI ,,घटनास्थल जनपि बमलया का होने के कारण स्थानान्तररतकी गयी ,
,,,,,,,
755,NAUBASTA ,0904/2015 ,BANDA ,KOTWALI NAGAR ,,इसका सम्वन्ध थाना कोतवाली जनपि वांिा से है आिेश पत्रांक अ590/2016 अपराध का0न0 हिनांक 23/01/2016 के अनुपालन िे ,
,,,,,,,
756,NAUBASTA ,0611/2015 ,KANPUR CITY ,JUHI ,,पत्रांक वाचक बववेचना स्था0 154/2015 हिनांक 24/8/2015 के अनुपालन िे थाना जूही स्थानान्तररत ,
,,,,,,,
