Sl No,REGISTERED DISTRICT,Registered PS,FIR No.,TRANSFERRED DISTRICT,Transferred PS,Re registered FIR No.,Reason for transferring FIR,Location,Latitude,Longitude
589,BELIPAR,GORAKHPUR,0137/2016,KHORABAR,0414/2016,वररष्ठ पुलमलस अमधक्षक गोरखपुर िारा,,"BELIPAR ,GORAKHPUR ",26.58981,83.4069787
590,CHILUWATAL,GORAKHPUR,0282/2017,GORAKHNATH,,घटना स्थल थाना गोरखनाथ का है,,"CHILUWATAL ,GORAKHPUR ",26.8263889,83.3519444
591,CHILUWATAL,GORAKHPUR,0311/2017,GULRIHA,,घटना स्थल थाना गुलररहा िे पडता है,,"CHILUWATAL ,GORAKHPUR ",26.8263889,83.3519444
592,CHILUWATAL,GORAKHPUR,0325/2017,SAHJANWA,,due to unavaiable investigation officer,,"CHILUWATAL ,GORAKHPUR ",26.8263889,83.3519444
593,GULRIHA,GORAKHPUR,0276/2017,CANTT,0623/2017,ghatna sthal ke adhaar pr,,"GULRIHA ,GORAKHPUR ",26.8242726,83.4085861
594,KHORABAR,GORAKHPUR,0387/2017,CANTT,0587/2017,घटना स्थल थाना कैं ट के होने के कारण ि0ु स्थानान्तररत,,"KHORABAR ,GORAKHPUR ",26.7075038,83.4456801
595,KHORABAR,GORAKHPUR,7001/2017,CANTT,,थाना कैण्ट से सम्बन्न्धत होने के कारण,,"KHORABAR ,GORAKHPUR ",26.7075038,83.4456801
596,KOTWALI,GORAKHPUR,0093/2017,CANTT,0561/2017,घटनास्थल थाना कैंट से सम्बन्न्धत होने के कारण,,"KOTWALI ,GORAKHPUR ",26.74851,83.3621868
597,SIKARIGANJ,GORAKHPUR,0173/2016,BELIPAR,0034/2017,घटना स्थल ग्राि संवई बाजार थाना बेलीपार पाये जाने के फलस्वरूप,,"SIKARIGANJ ,GORAKHPUR ",26.5149982,83.2044168
598,GRP GORAKHPUR,BAREILLY,9974/2016,GRP BAREILLY JUNCTION,,घटना स्थल थाना जीआरपी बरेली का पाया जाना,,"GRP GORAKHPUR ,BAREILLY ",28.3670355,79.4304381
599,GRP GORAKHPUR,VARANASI,9967/2015,GRP VARANASI CANTT.,,घटना का स्थल थाना जीआरपी वाराणसी का पाया जाना,,"GRP GORAKHPUR ,VARANASI ",25.3176452,82.9739144
600,GRP GORAKHPUR,VARANASI,9930/2016,GRP VARANASI CANTT.,,घटना स्थल थाना जीआरपी वाराणसी कै न्ट क्षेत्र होने के कारण,,"GRP GORAKHPUR ,VARANASI ",25.3176452,82.9739144
601,GRP GORAKHPUR,MAU,9963/2016,GRP MAU,,घटना स्थल थाना जीआरपी िऊ का होना,,"GRP GORAKHPUR ,MAU ",26.7605545,83.3731675
602,GRP GORAKHPUR,VARANASI,9936/2016,GRP VARANASI CANTT.,,घटना स्थल थाना जीआरपी वाराणसी कै न्ट का होना,,"GRP GORAKHPUR ,VARANASI ",25.3176452,82.9739144
603,CANTT,MAU,0270/2016,KOTWALI MAU,0877/2016,घटना का सम्बन्ध थाना कोतवाली जनपि िऊ से सम्बन्न्धत होना,,"CANTT ,MAU ",,
604,GRP GORAKHPUR,MAU,9938/2016,GRP MAU,0324/2016,घटना स्थल थाना जीआरपी िऊ का होना,,"GRP GORAKHPUR ,MAU ",26.7605545,83.3731675
605,GRP GORAKHPUR,MAU,9999/2015,GRP MAU,,घटना स्थल थाना जी.आर.पी.िऊ होने के कारण,,"GRP GORAKHPUR ,MAU ",26.7605545,83.3731675
606,GRP GORAKHPUR,MAU,9968/2015,GRP MAU,,घटना स्थल थाना जीआरपी िऊ का क्षेत्र होना,,"GRP GORAKHPUR ,MAU ",26.7605545,83.3731675
607,GRP GORAKHPUR,MAHRAJGANJ,9997/2015,GRP ANAND NAGAR,0331/2015,घटना स्थल थाना जी.आर.पी.आनन्ि नगर होने के कारण,,"GRP GORAKHPUR ,MAHRAJGANJ ",26.7605545,83.3731675
608,GRP GORAKHPUR,LUCKNOW,9984/2015,GRP CHARBAGH LUCKNOW,,घटना स्थल रेलवे स्टेशन चारबाग लखनऊ का पाया जाना,,"GRP GORAKHPUR ,LUCKNOW ",26.8466937,80.946166
609,GRP GORAKHPUR,LUCKNOW,9985/2015,GRP CHARBAGH LUCKNOW,,घटना स्थल रेलवे स्टेशन चारबाग लखनऊ का पाया जाना,,"GRP GORAKHPUR ,LUCKNOW ",26.8466937,80.946166
610,GRP GORAKHPUR,LUCKNOW,9975/2016,GRP CHARBAGH LUCKNOW,,घटना स्थल वहि क्षेत्र थाना जीआरपी चारबाग लखनऊ का पाया जाना,,"GRP GORAKHPUR ,LUCKNOW ",26.8466937,80.946166
611,GRP GORAKHPUR,LUCKNOW,9916/2016,GRP CHARBAGH LUCKNOW,,घटना स्थल थाना जीआपरी चारबाग लखनऊ का होना,,"GRP GORAKHPUR ,LUCKNOW ",26.8466937,80.946166
612,GRP GORAKHPUR,LUCKNOW,9922/2016,GRP CHARBAGH LUCKNOW,,घटना स्थल थाना जीआपरी चारबाग लखनऊ होने के कारण,,"GRP GORAKHPUR ,LUCKNOW ",26.8466937,80.946166
613,GRP GORAKHPUR,LUCKNOW,9937/2016,GRP CHARBAGH LUCKNOW,,घटना स्थल थाना जीआरपी चारबाग लखनऊ का पाया जाना,,"GRP GORAKHPUR ,LUCKNOW ",26.8466937,80.946166
614,GRP GORAKHPUR,LUCKNOW,9940/2016,GRP CHARBAGH LUCKNOW,,घटना स्थल थाना जीआरपी चारबाग लखनऊ का होना,,"GRP GORAKHPUR ,LUCKNOW ",26.8466937,80.946166
615,GRP GORAKHPUR,LUCKNOW,9941/2016,GRP CHARBAGH LUCKNOW,,घटना स्थल थाना जीआरपी चारबाग लखनऊ का होना,,"GRP GORAKHPUR ,LUCKNOW ",26.8466937,80.946166
616,GRP GORAKHPUR,LUCKNOW,9942/2016,GRP CHARBAGH LUCKNOW,,घटना स्थल थाना जीआरपी चारबाग लखनऊ का होना,,"GRP GORAKHPUR ,LUCKNOW ",26.8466937,80.946166
617,GRP GORAKHPUR,LUCKNOW,9948/2016,GRP CHARBAGH LUCKNOW,,घटना स्थल थाना जीआरपी चारबाग का होना,,"GRP GORAKHPUR ,LUCKNOW ",26.8466937,80.946166
618,GRP GORAKHPUR,LUCKNOW,9949/2016,GRP CHARBAGH LUCKNOW,,घटना स्थल थाना जीआरपी चारबाग का होना,,"GRP GORAKHPUR ,LUCKNOW ",26.8466937,80.946166
619,GRP GORAKHPUR,LUCKNOW,9908/2016,GRP CHARBAGH LUCKNOW,,घटना स्थल थाना जीआरपी चारबाग लखनऊ होने के कारण,,"GRP GORAKHPUR ,LUCKNOW ",26.8466937,80.946166
620,GRP GORAKHPUR,LUCKNOW,9909/2016,GRP CHARBAGH LUCKNOW,,घटना स्थल थाना जीआरपी चारबाग लखनऊ होने के कारण,,"GRP GORAKHPUR ,LUCKNOW ",26.8466937,80.946166
621,GRP GORAKHPUR,KUSHI NAGAR,0812/2016,KAPTANGANJ,0611/2016,घटना स्थल थाना कप्तानगंज का क्षेत्र होने के कारण,,"GRP GORAKHPUR ,KUSHI NAGAR ",26.7605545,83.3731675
623,KOTWALI NAGAR,HAMIRPUR,1575/2015,BINWAR,0745/2015,घटना स्थल कस्बा बबवांर िौिहा रोड चौराहा थाना बबवांर की होने के कारण तथा ितृ क व अमभ0गण थाना बबंवार के होने के पररणाि स्वरूप बववेचना स्थानान्तररत की जाती है,,"KOTWALI NAGAR ,HAMIRPUR ",31.6861745,76.5213092
624,MUSKARA,HAMIRPUR,0000/2015,MAUDAHA,,घटना थाना क्षेत्र िौिहा होने के कारण,,"MUSKARA ,HAMIRPUR ",25.6653084,79.7988084
625,KURARA,KANPUR DEHAT,0000/2015,MOOSA NAGAR,,घटना का सम्बन्ध थाना हाजा से नहीं है,,"KURARA ,KANPUR DEHAT ",25.9863261,80.0367259
626,MUSKARA,MAHOBA,0091/2017,KOTWALI NAGAR (MAHOBA),,घटनास्थल न्जला अस्पताल िबोबा होने के कारण मनयिानुसार स्थानान्तरण हकया जाता है।,,"MUSKARA ,MAHOBA ",25.2945119,79.8858951
627,RATH,MAHOBA,0123/2015,CHARKHARI,,उच्चामधकाररयो के आिे शानुसार,,"RATH ,MAHOBA ",25.2919164,79.8633752
629,HAPURNAGAR,MEERUT,0685/2015,KHARKHAUDA,,घटना स्थल थाना खरखौिा िेऱठ क्षेत्र का होना पाया जाना,,"HAPURNAGAR ,MEERUT ",28.9844618,77.7064137
630,HAPURNAGAR,MEERUT,0904/2016,NAUCHANDI,,थाना नोचन्िी जनपि िेरठ स्थानान्तरण होने के कारण,,"HAPURNAGAR ,MEERUT ",28.9844618,77.7064137
631,PILKHUWA,GHAZIABAD,0723/2016,BHOJPUR,0198/2017,पुमलस उपिहामनरीक्षक िेरठ पररक्षेत्र के उनके अशा0 पत्रांक सीआर 26ए(हापुड 01)/2016/9197 हिनांक 27.04.2017 तथा पुमलस अमधक्षक हापुड अ 404/2016(अपराध),,"PILKHUWA ,GHAZIABAD ",28.7082793,77.656542
632,HAPURNAGAR,HAPUR,0099/2015,PILKHUWA,,हापुड नगर बववेचक की बववेचना के िौरान घटना स्थल थाना बपलखवु ा क्षेत्र हापुड िे होना पाया गया,,"HAPURNAGAR ,HAPUR ",28.7305798,77.7758825
633,HAPURNAGAR,HAPUR,0825/2015,BABUGARH,,घटना स्थल बाबूगढ का होना पाया जाना,,"HAPURNAGAR ,HAPUR ",28.7305798,77.7758825
634,HAPURNAGAR,HAPUR,0378/2016,HAFIZPUR,,थ ा न ा ह ा ह फ ज प ु र क े अ 0 स 0ं 1 2 0 / 1 6 स े स म् ब न् न् ध त ह ो न े क े क ा र ण बववेचना हाहफजपुर से सम्पाहित की जा रही है।,,"HAPURNAGAR ,HAPUR ",28.7305798,77.7758825
635,BABUGARH,HAPUR,0382/2016,PILKHUWA,,थाना बपलखआु से सम्बन्न्धत है,,"BABUGARH ,HAPUR ",28.7238037,77.8495921
636,HAPURNAGAR,LUCKNOW,0185/2016,KRISHNANAGAR,,शव मशनाख्त जीडी न0 21 हिनांक 110316 आशीष गौड पुत्र कृ ष्ण कुिार गौड मन0प्लाट न04नारायण पुरी कृष्णानगर लखनऊ के रूप िे हुई िो0न0 9451029446,,"HAPURNAGAR ,LUCKNOW ",26.8466937,80.946166
637,HAPURNAGAR,LUCKNOW,0200/2016,S.I.T,,एस आई टी लखनऊ स्थानान्तररत की गयी,,"HAPURNAGAR ,LUCKNOW ",26.8466937,80.946166
639,KOTWALI CITY,HARDOI,0530/2016,KOTWALI DEHAT,,बववेचना अन्य थाने से कराये जाना,,"KOTWALI CITY ,HARDOI ",27.394511,80.1216504
640,KOTWALI CITY,HARDOI,0666/2016,KOTWALI DEHAT,,बववेचना अन्य थाने से होना,,"KOTWALI CITY ,HARDOI ",27.394511,80.1216504
641,MANJHILA,HARDOI,0185/2017,SHAHBAD,,ि0ु अ0स0ं 185/17 धारा 420/467/468/471 ipc व 60/63 आबकारी अमधमनयि थाना िंन्झला हरिोई के वािी श्री अमित मसंह भिौररया थानाध्यक्ष िन्झला हरिोई होने के कारण इस अमभयोग की बववेचना प्रभारी मनरीक्षक शाहाबाि हरिोई के सुपुिट पुमलस,,"MANJHILA ,HARDOI ",27.2709182,80.0781427
643,SURSA,HARDOI,0005/2016,KOTWALI CITY,,पुमलस अधीक्षक हरिोई के आिेशानुसार बववेचना स्थानान्तररत की गई।,,"SURSA ,HARDOI ",27.2796053,80.1344842
644,SURSA,HARDOI,0078/2016,KOTWALI CITY,,पुमलस अधीक्षक हरिोई के आिेशानुसार बववेचना स्थानान्तररत की गई.,,"SURSA ,HARDOI ",27.2796053,80.1344842
645,SURSA,UNNAO,0137/2016,KOTWALI,,बववेचना स्थानान्तररत,,"SURSA ,UNNAO ",,
647,MURSAN,HATHRAS,0318/2017,CHANDPA,,घटनास्थल थाना चिं पा क्षेत्र का होने के कारण,,"MURSAN ,HATHRAS ",27.5678273,77.9353127
648,SIKANDRA RAO,HATHRAS,0334/2015,HASAYAN,,श्रीिान ् क्षेत्रामधकारी िहोिय मस0राऊ के आिेशानुसार,,"SIKANDRA RAO ,HATHRAS ",27.6864088,78.378274
649,HATHRAS KOTWALI,HATHRAS,0165/2016,CHANDPA,,घटनास्थल थाना चन्िपा के अमधकार क्षेत्र िें होने के कारण बववेचना हस्व िन्जूर शुिा श्रीिान पुमलस अधीक्षक िहोिय हाथऱस से थाना चन्िपा पर स्थानान्तरण की गयी।,,"HATHRAS KOTWALI ,HATHRAS ",27.596207,78.0484216
651,KOTWALI KALPI,JALAUN,0835/2015,KOTWALI KALPI,,adafafafafaafa,,"KOTWALI KALPI ,JALAUN ",26.1249543,79.7524649
652,KOTWALI KALPI,JALAUN,1908/2015,KOTWALI KALPI,,asdfasadfasfasf,,"KOTWALI KALPI ,JALAUN ",26.1249543,79.7524649
653,KOTWALI KALPI,JALAUN,1909/2015,KOTWALI KALPI,,sfsafasfsafsadfsadf,,"KOTWALI KALPI ,JALAUN ",26.1249543,79.7524649
654,KOTWALI KALPI,JALAUN,2009/2015,KOTWALI KALPI,,sfafasfasfsadfsdaff,,"KOTWALI KALPI ,JALAUN ",26.1249543,79.7524649
655,KOTWALI KALPI,JALAUN,2010/2015,KOTWALI KALPI,,asfasfasfasfsafsdaf,,"KOTWALI KALPI ,JALAUN ",26.1249543,79.7524649
656,KOTWALI ORAI,JALAUN,9998/2015,SIRSA KALAR,0662/2015,घटनास्थल थाना मसरसाकलार होने कारण बववेचना स्थानान्तररत की गयी।,,"KOTWALI ORAI ,JALAUN ",25.989236,79.4542894
657,KOTWALI ORAI,JALAUN,6999/2016,KOTRA,0132/2016,घटनास्थल कोटरा का होने के कारण,,"KOTWALI ORAI ,JALAUN ",25.989236,79.4542894
658,KUTHAUND,JALAUN,0275/2016,SIRSA KALAR,,आिेश श्रीिान क्षेत्रामधकारी िहोिय जालौन,,"KUTHAUND ,JALAUN ",26.3626147,79.4197497
659,SIRSA KALAR,JALAUN,0577/2015,KOTWALI JALAUN,,कोई बववेचक न होने के कारण.,,"SIRSA KALAR ,JALAUN ",26.2907389,79.4338188
660,KOTWALI ORAI,JHANSI,1122/2016,MOTH,0468/2016,घटनास्थल के आधार पर,,"KOTWALI ORAI ,JHANSI ",25.989236,79.4542894
661,KUTHAUND,KANPUR CITY,0376/2016,NAUBASTA,,चहू क उक्त िो0सा0 चोरी का िुकििा थाना नौवस्ता न्जला कानपुर नगर िें अ0स0ं 107/16 पंजीकृ त होकर बववेचना िारा si लल्लूराि रावत की जा रही थी उक्त चोरी की िो0सा0 हि0 19.1.17 को थाना नौवस्ता को वापस कर बववेचना थाना नौवस्ता को स्थानान्तररत ि ो 0 स ा 0 स ु प ु ि ट ग ी क े स म् ब न् ध ि ें त स् क र ा ह ि 0 1 9 . 1 . 1 7 र प ट न 0ं 2 4 सिय 13.20 पर अहं कत है न्जसकी बववेचना थाना नौवस्ता से कराये जाने हेतु श्रीिान पु0अ0 िहोिय जालौन ने हि0 4/8/17 को थाना नौवस्ता बववेचना स्थान्तररत करने का आिेश हकया है,,"KUTHAUND ,KANPUR CITY ",26.3626147,79.4197497
662,KADAURA,KANPUR DEHAT,0526/2016,BHOGNIPUR,1001/2017,"बववेचना थाना भोगनीपुर,जनपि कानपुर िेहात िारा होने के कारण ",,"KADAURA ,KANPUR DEHAT ",25.9852907,79.837296
664,GRP JAUNPUR,AZAMGARH,0011/2016,GRP AZAMGARH,,घटना का सम्बन्ध जीआरपी आजिगढ से है ।,,"GRP JAUNPUR ,AZAMGARH ",25.7464145,82.6837033
665,BADLAPUR,JAUNPUR,0557/2015,SIGRAMAU,,आिेश श्रीिान क्षेत्रामधकारी िहोिय बिलापुर जौनपुर,,"BADLAPUR ,JAUNPUR ",25.8829665,82.4516203
666,LINE BAZAR,JAUNPUR,7001/2016,ZAFRABAD,,उक्त अमभयोग 7001/16 का घटना स्थल थाना जाफराबाि से सम्बन्न्धत है,,"LINE BAZAR ,JAUNPUR ",25.7333036,82.6922315
667,SUJANGANJ,JAUNPUR,0766/2016,MUGRA BADSHAHPUR,,घटनास्थल थाना क्षेत्र िुगरा बािशाहपुर का होने के कारण,,"SUJANGANJ ,JAUNPUR ",25.7652878,82.7181515
668,SUJANGANJ,JAUNPUR,0024/2017,JALALPUR,0521/2017,िौरान बववेचना,,"SUJANGANJ ,JAUNPUR ",25.7652878,82.7181515
669,ZAFRABAD,JAUNPUR,0002/2016,SARAI KHWAJA,0679/2016,उक्त िुकििे की घटना का सम्बन्ध थाना सरायख्वाजा जनपि जौनपुर सम्बन्न्धत है,,"ZAFRABAD ,JAUNPUR ",25.7464145,82.6837033
670,SIGRAMAU,PRATAPGARH,0153/2017,AASPUR DEOSARA,,घटना स्थल ग्राि सौराई थाना आसपुर िेवसरा जनपि प्रतापगढ का होना पाया गया है,,"SIGRAMAU ,PRATAPGARH ",25.9446486,82.400099
671,GRP JAUNPUR,GHAZIPUR,0169/2015,GRP GHAZIPUR,,घटना का सम्बन्ध औहडहार जीआरपी चौकी से है ।,,"GRP JAUNPUR ,GHAZIPUR ",25.7464145,82.6837033
672,GRP JAUNPUR,FAIZABAD,0024/2015,GRP FAIZABAD,,घटना का सम्बन्ध जीआरपी फै जाबाि से है,,"GRP JAUNPUR ,FAIZABAD ",26.7729751,82.1457934
673,GRP JAUNPUR,FAIZABAD,0028/2015,GRP FAIZABAD,,घटना का सम्बन्ध जीआरपी फै जाबाि से संबंमधत है,,"GRP JAUNPUR ,FAIZABAD ",26.7729751,82.1457934
674,GRP JAUNPUR,FAIZABAD,0033/2015,GRP FAIZABAD,,घटना का सम्बन्ध जीआरपी फै जाबाि से संबंमधत है,,"GRP JAUNPUR ,FAIZABAD ",26.7729751,82.1457934
675,GRP JAUNPUR,FAIZABAD,0034/2015,GRP FAIZABAD,,घटना का सम्बन्ध जीआरपी फै जाबाि से है,,"GRP JAUNPUR ,FAIZABAD ",26.7729751,82.1457934
676,GRP JAUNPUR,ALLAHABAD,0029/2015,GRP ALLAHABAD,,घटना का सम्बन्ध जीआरपी इलाहाबाि से है ।,,"GRP JAUNPUR ,ALLAHABAD ",25.4358011,81.846311
677,GRP JAUNPUR,VARANASI,0064/2017,GRP VARANASI CANTT.,,इसका सम्बन्ध जीआरपी वाराणसी है,,"GRP JAUNPUR ,VARANASI ",25.3176452,82.9739144
678,KERAKAT,VARANASI,1380/2016,JAITPURA,,िुकििा का सम्बन्ध थाना जैतपुरा से होना,,"KERAKAT ,VARANASI ",25.3176452,82.9739144
679,RAMPUR,VARANASI,0225/2017,BARAGAON,0388/2017,घटनास्थल थाना ब़डागााँव जनपि वाराणसी का होना पाया गया,,"RAMPUR ,VARANASI ",25.236096,82.8977058
680,GAURA BADSHAHPUR,VARANASI,0573/2016,ROHANIYA,0868/2016,घटना स्थल रोहमनया होने के कारण,,"GAURA BADSHAHPUR ,VARANASI ",25.3176452,82.9739144
681,GRP JAUNPUR,VARANASI,0031/2015,GRP VARANASI CANTT.,,घटना का सम्बन्ध जीआरपी वाराणसी से संबंमधत है,,"GRP JAUNPUR ,VARANASI ",25.3176452,82.9739144
682,GRP JAUNPUR,GHAZIABAD,0019/2016,GRP GHAZIABAD,,घटना का सम्बन्ध जीआरपी गन्जयाबाि से है ।,,"GRP JAUNPUR ,GHAZIABAD ",28.6691565,77.4537578
683,BADLAPUR,SULTANPUR,0516/2017,AKHANDNAGAR,,आिेशानुसार SP बी0 रन्ज0 न0ं CU263867716 IN Dt 10.8.17 जौनपुर,,"BADLAPUR ,SULTANPUR ",26.2585371,82.0659858
684,GRP JAUNPUR,SULTANPUR,0226/2015,GRP SULTANPUR,,घटना का सम्बन्ध जीआरपी सुल्तानपुर क्षेत्र से है ।,,"GRP JAUNPUR ,SULTANPUR ",25.7464145,82.6837033
685,GRP JAUNPUR,SULTANPUR,0009/2016,GRP SULTANPUR,,घटना का सम्बन्ध जीआरपी सुल्तानपुर से है,,"GRP JAUNPUR ,SULTANPUR ",25.7464145,82.6837033
686,GRP JAUNPUR,SULTANPUR,0041/2016,GRP SULTANPUR,,इसका सम्बन्ध जीआरपी सुल्तानपुर से है ।,,"GRP JAUNPUR ,SULTANPUR ",25.7464145,82.6837033
687,GRP JAUNPUR,AMBEDKAR NAGAR,0101/2016,GRP AKBARPUR,,घटना का सम्बन्ध जीआरपी अकबरपुर से है ।,,"GRP JAUNPUR ,AMBEDKAR NAGAR ",25.7464145,82.6837033
688,GRP JAUNPUR,AMBEDKAR NAGAR,0105/2016,GRP AKBARPUR,,घटना का सम्बन्ध जीआरपी अकबरपुर है ।,,"GRP JAUNPUR ,AMBEDKAR NAGAR ",25.7464145,82.6837033
689,GRP JAUNPUR,AMBEDKAR NAGAR,0027/2017,GRP AKBARPUR,,इसका सम्बन्ध जीआरपी अकबरपुर से है,,"GRP JAUNPUR ,AMBEDKAR NAGAR ",25.7464145,82.6837033
690,GRP JAUNPUR,AMBEDKAR NAGAR,0060/2017,GRP AKBARPUR,,इसका सम्बन्ध जीआरपी अकबरपुर से है,,"GRP JAUNPUR ,AMBEDKAR NAGAR ",25.7464145,82.6837033
691,GRP JAUNPUR,AMBEDKAR NAGAR,0013/2016,GRP AKBARPUR,,घटना का सम्बन्ध जीआरपी अकबरपुर से है ।,,"GRP JAUNPUR ,AMBEDKAR NAGAR ",25.7464145,82.6837033
692,GRP JAUNPUR,LUCKNOW,0105/2017,GRP CHARBAGH LUCKNOW,,इसका सम्बन्ध जीआरपी चारबाग लखनऊ से है,,"GRP JAUNPUR ,LUCKNOW ",26.8466937,80.946166
693,BADLAPUR,LUCKNOW,1093/2014,ASHIYANA,,हि0 08.01.15 को पचाट 01 से पचाट 04 तक िय ररपोटट थाना आमशयाना जनपि लखनऊ स्थानान्तरण करने के सम्बन्ध COB िहोिय कायालट य भेजा गया।,,"BADLAPUR ,LUCKNOW ",26.8466937,80.946166
694,GRP JAUNPUR,CHANDAULI,0021/2016,GRP MUGHALSARAI,,घटना का संबंध जीआरपी िुगलसराय से है ।,,"GRP JAUNPUR ,CHANDAULI ",25.2604696,83.264538
696,GRP JHANSI,AGRA,1483/2016,GRP AGRA CANTT,,घटना स्थल का पाया जाना,,"GRP JHANSI ,AGRA ",27.1766701,78.0080745
697,GRP JHANSI,AGRA,1525/2016,GRP AGRA CANTT,,घटना स्थल का पाया जाना,,"GRP JHANSI ,AGRA ",27.1766701,78.0080745
698,GRP JHANSI,AGRA,1705/2016,GRP AGRA CANTT,,घटना स्थल का पाया जाना,,"GRP JHANSI ,AGRA ",27.1766701,78.0080745
699,GRP JHANSI,AGRA,1168/2015,GRP AGRA CANTT,,घटना स्थल जीआरपी आगरा कै न्ट का पाया गया।,,"GRP JHANSI ,AGRA ",27.1766701,78.0080745
700,GRP JHANSI,AGRA,1264/2015,GRP AGRA CANTT,,घटना स्थल जीआरपी आगरा कैन्ट का पाया गया है।,,"GRP JHANSI ,AGRA ",27.1766701,78.0080745
701,GRP JHANSI,AGRA,1265/2015,GRP AGRA CANTT,,घटना स्थल जीआरपी आगरा कै न्ट का पाया गया।,,"GRP JHANSI ,AGRA ",27.1766701,78.0080745
702,GRP JHANSI,JALAUN,1740/2016,GRP ORAI,,बववेचना से घटना स्थल का पाया जाना,,"GRP JHANSI ,JALAUN ",26.1458649,79.3296565
703,GRP JHANSI,AGRA,0790/2015,GRP AGRA CANTT,,बववेचना िे घटना स्थल आगरा कै न्ट का होना पाया गया,,"GRP JHANSI ,AGRA ",27.1766701,78.0080745
704,GRP JHANSI,AGRA,0928/2015,GRP AGRA CANTT,,घटना स्थल जीआरपी आगरा कै न्ट पाया गया,,"GRP JHANSI ,AGRA ",27.1766701,78.0080745
705,MAURANIPUR,JHANSI,0250/2015,MAURANIPUR,,SI सुरेश बाबू का ट्रांसफर थाना िऊरानीपुर से सीपरी बाजार हो गया है,,"MAURANIPUR ,JHANSI ",25.2462197,79.1365959
706,MOTH,JHANSI,0192/2015,MOTH,,बववेचना कहीं प्रिमशतट नहीं हो रही है तकनीकी सिस्या के कारण पुन स्थानांतररत हकया जाता है।,,"MOTH ,JHANSI ",25.7405325,78.948623
708,PREM NAGAR,JHANSI,4000/2015,CHIRGAON,,घटनास्थल थाना मचरगांव क्षेत्र का होने के कारण प्राथमिकी को थाना मचरगांव स्थानान्तररत हकया जाता है।,,"PREM NAGAR ,JHANSI ",25.4236559,78.5333877
709,PREM NAGAR,JHANSI,0289/2016,NAWABAD,,घटनास्थल नवावाि थाना जनपि झांसी से सम्बन्न्धत होने के कारण,,"PREM NAGAR ,JHANSI ",25.4236559,78.5333877
710,TODI FATEHPUR,JHANSI,0075/2015,TODI FATEHPUR,,आिेश श्रीिान एसओ. िहोिय,,"TODI FATEHPUR ,JHANSI ",25.4665575,79.1125135
711,TODI FATEHPUR,JHANSI,0062/2017,TODI FATEHPUR,,आिेश श्रीिान क्षेत्रामधकारी िहोिय,,"TODI FATEHPUR ,JHANSI ",25.4665575,79.1125135
712,BABINA,JHANSI,0179/2015,RAKSA,,घटनास्थल अठौंिना थाना रक्सा के क्षेत्र िें होने के कारण,,"BABINA ,JHANSI ",25.249456,78.4623211
713,GRP JHANSI,KANPUR CITY,1306/2016,GRP KANPUR,,घटना स्थल जीआरपी कानपुर का पाया जाना,,"GRP JHANSI ,KANPUR CITY ",25.4484257,78.5684594
714,GRP JHANSI,LALITPUR,1091/2015,GRP LALITPUR,,घटना स्थल जीआरपी लमलतपुर का पाया गया,,"GRP JHANSI ,LALITPUR ",25.4484257,78.5684594
715,GRP JHANSI,LALITPUR,1267/2015,GRP LALITPUR,,घटना स्थल जीआरपी लमलतपुर का पाया गया।,,"GRP JHANSI ,LALITPUR ",25.4484257,78.5684594
716,GRP JHANSI,LALITPUR,0397/2016,GRP LALITPUR,,घटना स्थल का पाया जाना,,"GRP JHANSI ,LALITPUR ",25.4484257,78.5684594
717,GRP JHANSI,LALITPUR,1214/2016,GRP LALITPUR,,घटना स्थल का पाया जाना,,"GRP JHANSI ,LALITPUR ",25.4484257,78.5684594
718,GRP JHANSI,LALITPUR,1342/2016,GRP LALITPUR,,घटना स्थल का पाया जाना,,"GRP JHANSI ,LALITPUR ",25.4484257,78.5684594
719,GRP JHANSI,LALITPUR,1377/2016,GRP LALITPUR,,घटना स्थल का पाया जाना,,"GRP JHANSI ,LALITPUR ",25.4484257,78.5684594
720,GRP JHANSI,LALITPUR,1410/2016,GRP LALITPUR,,घटना स्थल का पाया जाना,,"GRP JHANSI ,LALITPUR ",25.4484257,78.5684594
721,GRP JHANSI,LALITPUR,1987/2016,GRP LALITPUR,,घटना स्थल का पाया जाना,,"GRP JHANSI ,LALITPUR ",25.4484257,78.5684594
722,GRP JHANSI,MATHURA,0999/2016,GRP MATHURA JUNCTION,,घटना स्थल का पाया जाना,,"GRP JHANSI ,MATHURA ",27.4924134,77.673673
724,THATHIA,KANNAUJ,0158/2016,THATHIA,,मिहडयेसन सेन्टर से वापस आने के कारण,,"THATHIA ,KANNAUJ ",27.0514156,79.9136731
726,MAHILA THANA,HARDOI,0012/2016,KOTWALI CITY,,पुलमस उपिहामनरीक्षक के कापुर पररक्षेत्र कानपुर के पत्र संख्या सीओके एसआईएस बव (49) का0न0 हरिेोई /2016/709 हिनांक 10.01.2017 के िारा उपरोक्त बववेचना कोतवाली हरिोई के अ0स0ं 418/16 धारा 420/406/504/506 भािबव व 67/67 ए आईटी एक्ट बनािअमभ0अमभषेकउफटआयनट थानाकोतवालीजनपिहरिोई िें सन्म्िमलत करने आिेमशत हकया गया है । अतः उपयुक्तट बववेचना थाना कोतवाली जनपि हरिोई स्थानान्तरर की जाती है।,,"MAHILA THANA ,HARDOI ",27.3981007,80.1350179
